09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 17:52:08.010  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:08.010  3093 26270 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:08.011  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.011  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.011  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.011  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:08.011  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.020  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:08.021  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:08.071  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:08.072  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:08.763  2576  3337 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:08.926   615   615 D io_stats: !@ Write_top(KB): kworker/u32:2:/(16876) 44 .openai.chatgpt:top(14370) 8
09-18 17:52:08.997  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:08.997  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:08.998  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:08.998  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:08.998  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:08.998  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:08.999  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:08.999  3093 15580 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:09.000  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:09.000  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:09.000  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:09.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:09.001  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:09.019  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:09.019  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:09.076  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:09.076  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:09.764  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:09.917  1810  3662 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:10.006  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:10.006  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:10.008  3093 18550 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:10.008  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:10.010  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:10.010  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:10.010  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:10.018  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:10.018  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:10.075  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:10.075  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:10.766  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:11.006  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:11.007  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:52:11.008  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:11.011  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:52:11.012  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:11.012  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:11.012  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:11.012  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:11.013  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:11.013  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:11.013  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:11.013  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:11.013  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:11.013  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:11.013  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:11.022  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:11.023  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:11.078  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:11.078  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:11.131  1810  3566 D FreecessHandler: skipping freeze br.com.wanotifkeeper(10545) result : 2
09-18 17:52:11.771  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:12.013  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:12.013  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:12.014  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:12.014  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:12.015  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:12.015  3093 18586 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:12.015  3093 18579 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:12.033  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:12.033  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:12.086  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 0
09-18 17:52:12.086  2576  2576 I AODNotificationManager: updateNotification() 
09-18 17:52:12.476  1810  3662 W libbinder.IPCThreadState: Sending oneway calls to frozen process.
09-18 17:52:12.532  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:52:12.772  2576  2695 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 17:52:12.930   615   615 D io_stats: !@ Write_top(KB): kworker/u32:0:/(23812) 8 kworker/u32:5:/(20715) 8
09-18 17:52:13.004  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 17:52:13.004  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 17:52:13.007  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:13.007  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 17:52:13.007  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:13.007  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 17:52:13.007  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 17:52:13.007  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 17:52:13.008  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 17:52:13.008  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
